Hours_Studied,Attendance,Previous_Scores,Parental_Involvement,Learning_Disabilities,Access_to_Resources,Distance_from_Home,Tutoring_Sessions,Exam_Score
15,93,80,Medium,No,Low,Near,0,66
22,89,93,Medium,No,High,Near,2,72
27,78,53,Medium,Yes,Medium,Moderate,3,68
9,64,73,Medium,No,Medium,Near,1,61
32,84,87,Medium,No,Medium,Far,2,70
24,90,58,Medium,No,Medium,Near,2,70
16,61,78,Medium,No,High,Moderate,2,64
20,82,94,Medium,No,Medium,Near,3,68
6,65,62,High,No,High,Near,3,59
12,77,85,Low,No,Low,Far,1,62
18,75,66,Medium,No,Medium,Near,1,67
20,62,98,High,No,Medium,Near,0,67
19,89,71,Low,No,Medium,Near,2,68
12,74,66,Medium,No,High,Near,1,62
16,61,54,High,No,Medium,Near,1,60
19,77,97,High,No,Low,Near,4,66
31,75,90,Medium,Yes,Medium,Moderate,2,68
17,91,54,Low,No,Medium,Moderate,3,67
18,87,57,Low,No,Low,Near,3,66
20,96,57,High,No,High,Near,1,70
25,93,63,High,No,High,Near,2,75
19,75,64,Medium,No,High,Moderate,2,67
20,94,99,Low,No,Medium,Near,0,70
27,72,79,Low,No,Low,Moderate,2,68
19,61,97,Medium,Yes,High,Far,0,62
32,84,64,Low,No,Medium,Near,1,71
23,69,66,Medium,No,Low,Far,1,63
31,73,68,Medium,No,High,Near,1,70
16,78,90,Low,No,High,Moderate,3,66
16,95,86,High,No,Low,Near,0,69
28,65,78,Medium,No,Medium,Near,1,67
16,81,79,Medium,No,High,Moderate,2,68
27,99,58,Low,No,Low,Moderate,2,71
9,89,96,Medium,No,Medium,Near,0,66
29,80,90,Medium,No,Low,Near,2,70
35,78,99,High,No,Low,Near,1,72
23,82,54,Low,No,Medium,Near,0,65
19,82,95,Low,Yes,High,Moderate,2,68
18,79,55,Medium,No,Medium,Moderate,1,65
22,92,94,Medium,No,Medium,Near,1,71
13,72,56,Medium,No,High,Moderate,1,64
13,61,89,Medium,No,Medium,Far,4,62
21,77,99,Low,No,Medium,Near,3,69
17,73,78,High,No,High,Moderate,0,66
17,78,65,Medium,No,Medium,Moderate,1,65
29,78,93,High,No,High,Near,5,74
31,84,71,Medium,No,High,Far,4,70
30,98,76,Medium,No,High,Near,1,74
16,67,90,Medium,No,High,Near,1,65
7,84,100,Medium,Yes,High,Moderate,3,64
10,77,93,Low,No,High,Near,3,66
20,77,98,Medium,No,Medium,Far,2,67
11,95,92,Medium,No,Medium,Moderate,2,68
16,89,58,High,No,Medium,Moderate,2,67
24,61,54,Medium,Yes,Medium,Moderate,1,61
12,77,90,Medium,No,Low,Near,2,63
13,71,86,Medium,No,High,Near,2,65
23,65,58,Medium,Yes,High,Moderate,1,63
21,79,99,High,No,Low,Near,2,69
17,100,76,Medium,No,Medium,Moderate,3,70
21,79,78,Medium,No,Low,Moderate,1,66
13,70,59,Medium,No,Medium,Near,0,63
27,74,74,Medium,No,Medium,Far,2,68
14,86,57,High,No,Medium,Near,3,68
23,83,67,Medium,No,Low,Moderate,3,66
10,98,82,Medium,No,Medium,Moderate,2,69
28,63,87,Medium,No,High,Moderate,0,66
20,90,97,Medium,No,Low,Moderate,2,71
30,90,67,High,No,Medium,Near,2,74
17,65,79,Medium,Yes,High,Moderate,0,62
11,67,54,Medium,No,Medium,Near,0,60
18,95,94,Medium,No,High,Far,6,73
25,63,63,High,Yes,Low,Near,0,65
18,94,77,High,No,Medium,Near,3,74
18,90,84,Medium,No,Low,Moderate,2,68
20,83,89,High,No,Medium,Near,3,69
23,63,96,High,No,Medium,Near,2,67
14,65,69,Medium,No,High,Near,4,64
19,98,76,Medium,No,High,Moderate,2,72
29,78,66,High,No,Medium,Moderate,2,69
20,87,58,High,Yes,Medium,Near,2,67
23,93,87,Medium,No,Low,Moderate,2,70
24,88,51,Medium,No,Medium,Near,4,71
19,98,87,Medium,No,Medium,Near,0,70
14,63,74,High,No,High,Moderate,1,63
19,89,92,Medium,No,High,Near,5,74
12,67,76,High,No,High,Moderate,1,62
28,92,69,Low,No,Medium,Moderate,4,71
24,68,51,Low,No,High,Near,0,63
20,98,52,High,No,High,Far,0,71
14,60,65,Medium,No,Low,Near,0,60
17,75,80,Medium,No,High,Moderate,1,65
19,77,57,Medium,Yes,Low,Near,4,64
12,67,58,High,Yes,Medium,Far,0,59
16,98,100,Medium,No,Low,Near,2,69
12,90,75,High,No,High,Near,2,69
20,79,55,Medium,No,Low,Near,3,66
23,97,80,Medium,No,High,Moderate,1,70
8,99,73,Medium,No,High,Far,1,68
14,85,94,Medium,No,Medium,Near,0,67
19,72,96,Low,No,High,Moderate,3,64
24,66,74,Low,No,High,Moderate,0,65
11,89,63,Medium,No,Medium,Near,0,65
28,85,64,Medium,No,Medium,Moderate,1,68
17,67,83,High,No,Low,Moderate,3,64
13,85,73,Low,No,High,Moderate,3,68
16,88,75,Low,No,High,Near,2,68
22,89,89,High,No,High,Moderate,0,71
19,85,74,Medium,No,High,Moderate,1,69
28,69,82,Medium,No,Medium,Near,0,67
25,63,71,High,No,Medium,Near,1,66
24,82,85,Medium,No,Medium,Near,1,66
28,94,65,Medium,No,High,Near,1,73
19,97,78,Low,No,High,Moderate,0,68
30,88,64,High,No,Medium,Near,1,73
24,84,74,Medium,No,Medium,Far,2,69
23,76,81,High,No,Medium,Near,3,69
22,90,75,High,No,High,Moderate,1,70
24,80,85,Medium,No,Medium,Near,3,69
28,72,63,Low,No,High,Near,1,66
24,70,71,Medium,No,Medium,Near,1,65
30,91,95,Medium,No,High,Near,1,75
21,63,64,Medium,No,Medium,Near,1,63
14,63,72,Low,Yes,Low,Near,3,59
23,61,85,Medium,No,High,Near,1,66
23,64,71,Medium,No,High,Near,2,65
23,74,76,High,No,High,Moderate,1,67
12,84,71,High,No,High,Moderate,2,67
19,71,66,Medium,No,High,Near,2,65
15,93,52,Medium,No,Medium,Near,3,68
20,79,59,Low,No,Medium,Moderate,0,64
32,66,77,High,No,High,Near,3,71
18,96,63,Medium,No,Low,Near,4,70
24,62,50,Medium,No,Low,Near,1,64
19,99,84,Medium,No,High,Near,1,72
36,66,58,Low,No,High,Far,1,69
14,74,73,High,No,High,Near,2,67
23,62,87,Medium,No,Low,Near,1,63
17,77,54,Medium,No,Medium,Near,1,64
12,81,68,Low,No,Medium,Near,0,62
38,82,97,Medium,No,Low,Near,2,72
14,69,91,Low,No,Medium,Moderate,0,63
19,96,78,Low,No,Medium,Far,1,67
29,99,98,High,No,Medium,Near,5,77
19,74,82,Medium,No,High,Moderate,2,66
11,69,93,Medium,No,Medium,Near,0,63
15,91,72,Medium,No,High,Near,1,69
14,81,95,High,No,Medium,Near,2,68
9,76,78,Low,Yes,High,Near,0,60
11,95,81,Medium,No,Medium,Near,2,67
28,89,97,Medium,No,High,Near,3,75
16,63,79,Medium,No,Medium,Moderate,2,63
12,71,65,Medium,No,Medium,Moderate,1,62
22,67,71,Low,No,Medium,Moderate,1,64
28,93,90,Low,Yes,High,Near,1,71
8,100,71,High,No,High,Near,0,70
24,77,88,High,No,High,Near,1,71
14,62,78,Medium,No,Medium,Near,0,63
25,69,66,Medium,Yes,Medium,Near,0,62
7,64,81,High,No,High,Moderate,2,62
19,88,57,Medium,No,High,Near,1,66
14,89,59,Low,No,High,Moderate,2,66
20,65,50,Medium,No,High,Near,0,64
11,94,67,Medium,No,Medium,Near,2,67
16,67,94,Medium,No,High,Near,1,66
17,74,87,Medium,No,Medium,Near,4,67
27,62,75,High,No,Medium,Near,2,67
22,98,64,High,No,Medium,Moderate,0,71
25,83,83,Medium,Yes,Medium,Moderate,2,67
15,84,82,Medium,Yes,Medium,Near,1,64
9,75,54,Medium,No,Medium,Near,2,61
25,68,53,Low,No,Medium,Moderate,2,64
